"chr","start","end","cluster","sample_name","junction_count","cluster_total","psi","junction_coords","gene_name","junc_cat","strand","n_significant_data","__index_level_0__","group","genotype","rescueExpression","TDP43_kd"
"chr16",30240242,30242280,"clu_18232_-","201812_M337P_pos_siT_3",16,472,0.03389830508474576,"chr16:30240242-30242280","NPIPB13","novel_donor","-",1,114,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr16",67395082,67395187,"clu_18442_-","201812_M337P_pos_siT_3",1,9,0.1111111111111111,"chr16:67395082-67395187","ZDHHC1","novel_acceptor","-",1,129,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr18",12430292,12431150,"clu_22375_+","201812_M337P_pos_siT_3",0,31,0,"chr18:12430292-12431150","PRELID3A","novel_donor","+",2,66,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",7168094,7169720,"clu_23042_-","201812_M337P_pos_siT_3",0,24,0,"chr19:7168094-7169720","INSR","novel_donor","-",1,161,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",7169831,7170537,"clu_23042_-","201812_M337P_pos_siT_3",0,24,0,"chr19:7169831-7170537","INSR","novel_acceptor","-",5,73,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",36572392,36573043,"clu_23542_-","201812_M337P_pos_siT_3",0,460,0,"chr19:36572392-36573043","ZNF529","novel_donor","-",5,31,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",4491835,4492015,"clu_24310_+","201812_M337P_pos_siT_3",0,118,0,"chr19:4491835-4492015","HDGFL2","novel_acceptor","+",7,16,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",4492152,4493703,"clu_24310_+","201812_M337P_pos_siT_3",0,118,0,"chr19:4492152-4493703","HDGFL2","novel_donor","+",6,17,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",21143643,21161546,"clu_24731_+","201812_M337P_pos_siT_3",2,85,0.023529411764705882,"chr19:21143643-21161546","ZNF431","novel_acceptor","+",1,90,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",58585793,58586155,"clu_25670_+","201812_M337P_pos_siT_3",0,35,0,"chr19:58585793-58586155","ENSG00000286104","novel_donor","+",2,149,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr2",19978167,19978751,"clu_25771_-","201812_M337P_pos_siT_3",0,60,0,"chr2:19978167-19978751","WDR35","novel_acceptor","-",5,60,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr10",127381368,127381953,"clu_5966_+","201812_M337P_pos_siT_3",0,61,0,"chr10:127381368-127381953","DOCK1","novel_acceptor","+",2,125,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr10",127382041,127384790,"clu_5966_+","201812_M337P_pos_siT_3",0,61,0,"chr10:127382041-127384790","DOCK1","novel_donor","+",2,126,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr11",216718,224078,"clu_7075_-","201812_M337P_pos_siT_3",0,22,0,"chr11:216718-224078","SIRT3","novel_exon_skip","-",1,150,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr12",111710437,111712498,"clu_10463_+","201812_M337P_pos_siT_3",0,84,0,"chr12:111710437-111712498","ACAD10","novel_donor","+",1,100,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr12",131992230,132005077,"clu_10682_+","201812_M337P_pos_siT_3",0,227,0,"chr12:131992230-132005077","EP400","novel_exon_skip","+",10,30,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr1",108896431,108896864,"clu_1219_+","201903_M337P_pos_siT_2",0,28,0,"chr1:108896431-108896864","GPSM2","novel_donor","+",7,14,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr1",228307531,228309099,"clu_2311_+","201903_M337P_pos_siT_2",0,2,0,"chr1:228307531-228309099","OBSCN","novel_exon_skip","+",1,128,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr1",243512426,243523309,"clu_4951_-","201903_M337P_pos_siT_2",1,40,0.025,"chr1:243512426-243523309","AKT3","novel_donor","-",4,63,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr10",3099352,3099557,"clu_5018_+","201903_M337P_pos_siT_2",2,121,0.01652892561983471,"chr10:3099352-3099557","PFKP","novel_acceptor","+",8,9,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr10",127381368,127381953,"clu_5966_+","201903_M337P_pos_siT_2",0,42,0,"chr10:127381368-127381953","DOCK1","novel_acceptor","+",2,125,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr10",127382041,127384790,"clu_5966_+","201903_M337P_pos_siT_2",0,42,0,"chr10:127382041-127384790","DOCK1","novel_donor","+",2,126,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr11",216718,224078,"clu_7075_-","201903_M337P_pos_siT_2",2,43,0.046511627906976744,"chr11:216718-224078","SIRT3","novel_exon_skip","-",1,150,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr18",12430292,12431150,"clu_22375_+","201812_Q331K_pos_siT_1",0,87,0,"chr18:12430292-12431150","PRELID3A","novel_donor","+",2,66,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr19",7168094,7169720,"clu_23042_-","201812_Q331K_pos_siT_1",0,81,0,"chr19:7168094-7169720","INSR","novel_donor","-",1,161,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr19",7169831,7170537,"clu_23042_-","201812_Q331K_pos_siT_1",0,81,0,"chr19:7169831-7170537","INSR","novel_acceptor","-",5,73,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr19",36572392,36573043,"clu_23542_-","201812_Q331K_pos_siT_1",0,632,0,"chr19:36572392-36573043","ZNF529","novel_donor","-",5,31,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr19",4491835,4492015,"clu_24310_+","201812_Q331K_pos_siT_1",0,150,0,"chr19:4491835-4492015","HDGFL2","novel_acceptor","+",7,16,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr19",4492152,4493703,"clu_24310_+","201812_Q331K_pos_siT_1",0,150,0,"chr19:4492152-4493703","HDGFL2","novel_donor","+",6,17,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr19",21143643,21161546,"clu_24731_+","201812_Q331K_pos_siT_1",5,111,0.04504504504504504,"chr19:21143643-21161546","ZNF431","novel_acceptor","+",1,90,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr19",58585793,58586155,"clu_25670_+","201812_Q331K_pos_siT_1",0,10,0,"chr19:58585793-58586155","ENSG00000286104","novel_donor","+",2,149,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr2",19978167,19978751,"clu_25771_-","201812_Q331K_pos_siT_1",0,42,0,"chr2:19978167-19978751","WDR35","novel_acceptor","-",5,60,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr12",111710437,111712498,"clu_10463_+","201903_M337P_pos_siT_2",1,71,0.014084507042253521,"chr12:111710437-111712498","ACAD10","novel_donor","+",1,100,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr12",131992230,132005077,"clu_10682_+","201903_M337P_pos_siT_2",0,156,0,"chr12:131992230-132005077","EP400","novel_exon_skip","+",10,30,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr14",75959345,75960814,"clu_14299_-","201903_M337P_pos_siT_2",0,3,0,"chr14:75959345-75960814","TGFB3","novel_donor","-",2,102,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr15",43134014,43135512,"clu_14774_+","201903_M337P_pos_siT_2",0,11,0,"chr15:43134014-43135512","TMEM62","novel_donor","+",1,58,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr3",184243630,184244601,"clu_34632_-","201812_G335A_pos_siT_1",3,191,0.015706806282722512,"chr3:184243630-184244601","ALG3","novel_exon_skip","-",1,135,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr4",932540,951207,"clu_34827_+","201812_G335A_pos_siT_1",0,157,0,"chr4:932540-951207","TMEM175","novel_exon_skip","+",5,3,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr4",86672543,86674457,"clu_35267_+","201812_G335A_pos_siT_1",0,628,0,"chr4:86672543-86674457","PTPN13","novel_acceptor","+",3,147,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr5",69261458,69262205,"clu_36887_+","201812_G335A_pos_siT_1",0,395,0,"chr5:69261458-69262205","CDK7","novel_donor","+",5,5,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr5",78489153,78564813,"clu_38213_-","201812_G335A_pos_siT_1",0,22,0,"chr5:78489153-78564813","LHFPL2","novel_exon_skip","-",1,22,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr19",58585793,58586155,"clu_25670_+","201812_G335A_pos_siT_1",2,9,0.2222222222222222,"chr19:58585793-58586155","ENSG00000286104","novel_donor","+",2,149,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr2",19978167,19978751,"clu_25771_-","201812_G335A_pos_siT_1",0,63,0,"chr2:19978167-19978751","WDR35","novel_acceptor","-",5,60,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr2",3458515,3460263,"clu_27272_+","201812_G335A_pos_siT_1",0,31,0,"chr2:3458515-3460263","TRAPPC12","novel_donor","+",9,24,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr2",241668685,241668875,"clu_28895_+","201812_G335A_pos_siT_1",0,30,0,"chr2:241668685-241668875","ATG4B","novel_acceptor","+",4,78,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr2",241668985,241670726,"clu_28895_+","201812_G335A_pos_siT_1",0,30,0,"chr2:241668985-241670726","ATG4B","novel_donor","+",7,29,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr20",63439708,63444659,"clu_29405_-","201812_G335A_pos_siT_1",4,86,0.046511627906976744,"chr20:63439708-63444659","KCNQ2","novel_exon_skip","-",9,35,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr20",38088420,38089726,"clu_29747_+","201812_G335A_pos_siT_1",3,148,0.02027027027027027,"chr20:38088420-38089726","RPRD1B","novel_donor","+",1,98,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr22",17702386,17722274,"clu_31508_+","201812_G335A_pos_siT_1",0,435,0,"chr22:17702386-17722274","BCL2L13","novel_acceptor","+",6,4,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr3",9468615,9470459,"clu_32158_+","201812_G335A_pos_siT_1",0,374,0,"chr3:9468615-9470459","SETD5","novel_donor","+",7,8,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr1",108896431,108896864,"clu_1219_+","201812_delUCR_pos_siT_3",0,88,0,"chr1:108896431-108896864","GPSM2","novel_donor","+",7,14,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr1",228307531,228309099,"clu_2311_+","201812_delUCR_pos_siT_3",0,2,0,"chr1:228307531-228309099","OBSCN","novel_exon_skip","+",1,128,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr18",12430292,12431150,"clu_22375_+","201903_M337P_pos_siT_2",0,57,0,"chr18:12430292-12431150","PRELID3A","novel_donor","+",2,66,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",7168094,7169720,"clu_23042_-","201903_M337P_pos_siT_2",0,45,0,"chr19:7168094-7169720","INSR","novel_donor","-",1,161,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",7169831,7170537,"clu_23042_-","201903_M337P_pos_siT_2",0,45,0,"chr19:7169831-7170537","INSR","novel_acceptor","-",5,73,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",36572392,36573043,"clu_23542_-","201903_M337P_pos_siT_2",0,307,0,"chr19:36572392-36573043","ZNF529","novel_donor","-",5,31,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",4491835,4492015,"clu_24310_+","201903_M337P_pos_siT_2",0,118,0,"chr19:4491835-4492015","HDGFL2","novel_acceptor","+",7,16,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",4492152,4493703,"clu_24310_+","201903_M337P_pos_siT_2",0,118,0,"chr19:4492152-4493703","HDGFL2","novel_donor","+",6,17,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",21143643,21161546,"clu_24731_+","201903_M337P_pos_siT_2",0,45,0,"chr19:21143643-21161546","ZNF431","novel_acceptor","+",1,90,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",58585793,58586155,"clu_25670_+","201903_M337P_pos_siT_2",0,43,0,"chr19:58585793-58586155","ENSG00000286104","novel_donor","+",2,149,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr2",19978167,19978751,"clu_25771_-","201903_M337P_pos_siT_2",0,21,0,"chr2:19978167-19978751","WDR35","novel_acceptor","-",5,60,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr2",3458515,3460263,"clu_27272_+","201903_M337P_pos_siT_2",0,17,0,"chr2:3458515-3460263","TRAPPC12","novel_donor","+",9,24,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr16",14919428,14920272,"clu_16724_+","201903_M337P_pos_siT_2",3,222,0.013513513513513514,"chr16:14919428-14920272","PKD1P3","novel_exon_skip","+",1,130,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr16",46900883,46906842,"clu_17125_+","201903_M337P_pos_siT_2",0,29,0,"chr16:46900883-46906842","GPT2","novel_donor","+",3,7,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr16",88624745,88628758,"clu_17507_+","201903_M337P_pos_siT_2",0,199,0,"chr16:88624745-88628758","ZC3H18","novel_exon_skip","+",1,109,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr16",30240242,30242280,"clu_18232_-","201903_M337P_pos_siT_2",12,297,0.04040404040404041,"chr16:30240242-30242280","NPIPB13","novel_donor","-",1,114,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr16",67395082,67395187,"clu_18442_-","201903_M337P_pos_siT_2",0,13,0,"chr16:67395082-67395187","ZDHHC1","novel_acceptor","-",1,129,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr6",158017290,158019984,"clu_39927_+","201812_G335A_pos_siT_1",0,16,0,"chr6:158017290-158019984","SYNJ2","novel_acceptor","+",4,1,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr7",45735670,45736787,"clu_41577_-","201812_G335A_pos_siT_1",4,65,0.06153846153846154,"chr7:45735670-45736787","SEPTIN7P2","novel_acceptor","-",6,91,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr7",100050836,100056911,"clu_43077_+","201812_G335A_pos_siT_1",2,24,0.08333333333333333,"chr7:100050836-100056911","ZSCAN21","novel_donor","+",1,70,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr1",243512426,243523309,"clu_4951_-","201812_delUCR_pos_siT_3",0,99,0,"chr1:243512426-243523309","AKT3","novel_donor","-",4,63,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr10",3099352,3099557,"clu_5018_+","201812_delUCR_pos_siT_3",3,124,0.024193548387096774,"chr10:3099352-3099557","PFKP","novel_acceptor","+",8,9,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr10",127381368,127381953,"clu_5966_+","201812_delUCR_pos_siT_3",0,53,0,"chr10:127381368-127381953","DOCK1","novel_acceptor","+",2,125,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr10",127382041,127384790,"clu_5966_+","201812_delUCR_pos_siT_3",0,53,0,"chr10:127382041-127384790","DOCK1","novel_donor","+",2,126,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr11",216718,224078,"clu_7075_-","201812_delUCR_pos_siT_3",0,42,0,"chr11:216718-224078","SIRT3","novel_exon_skip","-",1,150,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr12",111710437,111712498,"clu_10463_+","201812_delUCR_pos_siT_3",4,135,0.02962962962962963,"chr12:111710437-111712498","ACAD10","novel_donor","+",1,100,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr12",131992230,132005077,"clu_10682_+","201812_delUCR_pos_siT_3",0,310,0,"chr12:131992230-132005077","EP400","novel_exon_skip","+",10,30,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr14",75959345,75960814,"clu_14299_-","201812_delUCR_pos_siT_3",0,4,0,"chr14:75959345-75960814","TGFB3","novel_donor","-",2,102,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr15",43134014,43135512,"clu_14774_+","201812_delUCR_pos_siT_3",0,33,0,"chr15:43134014-43135512","TMEM62","novel_donor","+",1,58,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr9",76638288,76641790,"clu_46589_-","201812_delUCR_pos_siT_3",0,83,0,"chr9:76638288-76641790","PRUNE2","novel_donor","-",2,121,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr22",17702386,17722274,"clu_31508_+","201812_delUCR_pos_siT_3",0,496,0,"chr22:17702386-17722274","BCL2L13","novel_acceptor","+",6,4,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr3",9468615,9470459,"clu_32158_+","201812_delUCR_pos_siT_3",1,358,0.002793296089385475,"chr3:9468615-9470459","SETD5","novel_donor","+",7,8,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr3",184243630,184244601,"clu_34632_-","201812_delUCR_pos_siT_3",4,254,0.015748031496062992,"chr3:184243630-184244601","ALG3","novel_exon_skip","-",1,135,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr4",932540,951207,"clu_34827_+","201812_delUCR_pos_siT_3",0,202,0,"chr4:932540-951207","TMEM175","novel_exon_skip","+",5,3,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr4",86672543,86674457,"clu_35267_+","201812_delUCR_pos_siT_3",0,478,0,"chr4:86672543-86674457","PTPN13","novel_acceptor","+",3,147,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr5",69261458,69262205,"clu_36887_+","201812_delUCR_pos_siT_3",0,452,0,"chr5:69261458-69262205","CDK7","novel_donor","+",5,5,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr9",76638288,76641790,"clu_46589_-","201812_G335A_pos_siT_1",0,72,0,"chr9:76638288-76641790","PRUNE2","novel_donor","-",2,121,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr16",14919428,14920272,"clu_16724_+","201812_delUCR_pos_siT_3",0,118,0,"chr16:14919428-14920272","PKD1P3","novel_exon_skip","+",1,130,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr16",46900883,46906842,"clu_17125_+","201812_delUCR_pos_siT_3",0,34,0,"chr16:46900883-46906842","GPT2","novel_donor","+",3,7,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr16",88624745,88628758,"clu_17507_+","201812_delUCR_pos_siT_3",0,314,0,"chr16:88624745-88628758","ZC3H18","novel_exon_skip","+",1,109,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr16",30240242,30242280,"clu_18232_-","201812_delUCR_pos_siT_3",14,685,0.020437956204379562,"chr16:30240242-30242280","NPIPB13","novel_donor","-",1,114,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr16",67395082,67395187,"clu_18442_-","201812_delUCR_pos_siT_3",0,9,0,"chr16:67395082-67395187","ZDHHC1","novel_acceptor","-",1,129,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr18",12430292,12431150,"clu_22375_+","201812_delUCR_pos_siT_3",0,98,0,"chr18:12430292-12431150","PRELID3A","novel_donor","+",2,66,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr19",7168094,7169720,"clu_23042_-","201812_delUCR_pos_siT_3",0,69,0,"chr19:7168094-7169720","INSR","novel_donor","-",1,161,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr19",7169831,7170537,"clu_23042_-","201812_delUCR_pos_siT_3",2,69,0.028985507246376812,"chr19:7169831-7170537","INSR","novel_acceptor","-",5,73,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr19",36572392,36573043,"clu_23542_-","201812_delUCR_pos_siT_3",1,596,0.0016778523489932886,"chr19:36572392-36573043","ZNF529","novel_donor","-",5,31,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr19",4491835,4492015,"clu_24310_+","201812_delUCR_pos_siT_3",0,169,0,"chr19:4491835-4492015","HDGFL2","novel_acceptor","+",7,16,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr19",4492152,4493703,"clu_24310_+","201812_delUCR_pos_siT_3",0,169,0,"chr19:4492152-4493703","HDGFL2","novel_donor","+",6,17,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr19",21143643,21161546,"clu_24731_+","201812_delUCR_pos_siT_3",2,120,0.016666666666666666,"chr19:21143643-21161546","ZNF431","novel_acceptor","+",1,90,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr19",58585793,58586155,"clu_25670_+","201812_delUCR_pos_siT_3",2,22,0.09090909090909091,"chr19:58585793-58586155","ENSG00000286104","novel_donor","+",2,149,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr2",19978167,19978751,"clu_25771_-","201812_delUCR_pos_siT_3",0,83,0,"chr2:19978167-19978751","WDR35","novel_acceptor","-",5,60,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr2",3458515,3460263,"clu_27272_+","201812_delUCR_pos_siT_3",0,33,0,"chr2:3458515-3460263","TRAPPC12","novel_donor","+",9,24,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr2",241668685,241668875,"clu_28895_+","201812_delUCR_pos_siT_3",0,41,0,"chr2:241668685-241668875","ATG4B","novel_acceptor","+",4,78,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr2",241668985,241670726,"clu_28895_+","201812_delUCR_pos_siT_3",0,41,0,"chr2:241668985-241670726","ATG4B","novel_donor","+",7,29,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
